"","CID3586","CID3921","CID45171","CID3838","CID4066","CID44041","CID4465","CID4495","CID44971","CID44991","CID4513","CID4515","CID4523","CID3946","CID3963","CID4461","CID4463","CID4471","CID4530N","CID4535","CID4040","CID3941","CID3948","CID4067","CID4290A","CID4398"
"NLGN3",5,2,1,6,9,4,1,3,18,5,0,0,2,0,3,0,0,40,13,7,11,0,0,4,3,2
"RP5-1091N2.9",51,74,11,63,33,9,2,231,253,83,274,5,3,0,69,0,7,18,2,13,18,5,18,12,15,25
"GJB1",2,406,830,0,13,10,1,0,88,1866,0,94,3,0,0,0,1,78,35,3,0,0,5,172,19,0
"ZMYM3",57,127,126,219,142,69,10,294,370,415,326,247,120,9,65,8,48,405,243,286,118,6,26,193,227,33
"NONO",1438,2100,1590,3607,2251,703,111,3553,5174,6346,4864,4584,3058,100,1024,36,643,4057,7228,7458,1895,214,433,1075,3819,1162
"ITGB1BP2",3,4,6,18,4,2,1,4,10,16,6,3,3,0,2,0,3,24,30,7,14,0,2,1,12,1
"TAF1",177,235,296,696,295,127,20,500,572,672,652,994,142,19,104,4,106,1075,1052,410,381,24,56,210,567,127
"OGT",1187,911,418,1344,773,254,67,1423,1363,1045,1416,1027,269,31,665,47,168,1824,2115,748,1011,129,339,808,2022,632
"ACRC",129,95,40,338,68,9,0,89,86,42,102,103,42,3,71,1,6,100,60,26,249,7,35,25,90,152
"CXCR3",781,514,247,595,451,130,10,3445,4514,695,966,102,46,2,775,5,87,159,82,235,674,36,187,56,32,134
"LINC00891",21,14,12,142,22,15,3,239,111,89,124,15,3,1,19,1,3,119,23,24,48,1,5,10,10,33
"RP11-402P6.11",2,0,0,8,5,0,0,3,2,4,0,5,1,0,0,0,0,1,4,1,1,0,2,1,0,0
"NHSL2",211,289,183,531,269,125,28,281,319,90,315,1074,637,25,163,40,79,1469,2419,404,427,85,47,212,790,89
"RGAG4",39,38,11,295,52,30,1,62,62,22,226,25,4,15,23,1,2,210,214,47,171,6,11,16,129,13
"PIN4",528,1148,1424,1260,1670,490,124,2181,3075,3368,2035,2220,2957,81,734,37,1089,2847,3853,4982,1252,138,434,966,1815,692
"ERCC6L",2,14,30,26,17,0,2,42,49,108,58,38,25,0,3,3,7,10,5,30,9,0,2,7,10,12
"RPS4X",121883,88430,73338,83505,157967,37950,1220,219157,229672,99539,158921,137780,92329,3338,42977,298,30451,316256,445369,262912,70456,17339,22788,36358,274321,59559
"CITED1",14,1,5,5,607,46,3,1,1137,148,1,23,2,0,1,0,638,508,1871,82,4,0,1,11,20,3
"HDAC8",211,296,257,430,413,93,31,802,1177,1091,769,499,345,19,192,23,195,1069,998,641,244,30,62,235,522,121
"PHKA1",33,97,74,25,78,7,4,114,91,232,74,120,115,0,13,2,34,304,469,188,25,10,13,104,329,5
"DMRTC1B",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"NAP1L2",41,20,15,44,18,15,0,25,73,20,54,8,0,0,12,0,6,180,36,10,71,1,15,6,17,31
"CHIC1",92,47,18,163,126,42,4,119,181,101,158,80,14,7,59,3,21,281,251,34,132,15,29,119,187,42
"TSIX",60,44,24,163,77,34,2,134,87,83,232,64,8,10,34,7,14,374,62,45,112,19,72,147,549,44
"XIST",2086,1369,4048,16276,2920,3177,367,3894,2613,1151,5963,3219,412,284,1034,135,549,13706,20717,12872,8416,339,946,3281,10287,4182
"JPX",935,650,949,1095,1301,361,95,1951,2323,2172,1816,1384,559,43,687,35,343,2731,1597,1142,884,125,302,1096,2038,465
"FTX",131,121,125,437,138,196,4,218,353,269,360,178,78,8,117,5,45,514,303,323,269,11,41,141,237,171
"SLC16A2",30,97,8,121,137,58,6,29,120,466,57,32,25,4,10,1,19,472,185,132,76,5,12,25,431,11
"RLIM",462,408,273,882,460,158,23,574,750,857,1020,720,270,14,319,12,234,1316,807,541,363,41,92,451,624,150
"KIAA2022",9,44,43,21,10,30,0,8,44,278,0,93,0,3,2,0,5,60,23,1,6,3,3,12,139,2
"ABCB7",434,447,175,654,477,154,26,948,1201,610,721,579,423,20,273,5,225,1078,802,640,350,34,71,271,622,98
"UPRT",148,165,87,305,241,55,27,310,446,229,326,170,69,5,144,7,68,394,446,140,187,16,61,122,242,78
"ZDHHC15",31,26,3,27,84,33,7,18,203,104,11,18,0,2,1,1,6,255,82,7,25,1,1,19,7,4
"PBDC1",658,1041,973,1948,1201,409,89,1638,2970,2707,1742,1936,1361,23,619,27,459,2525,1265,1751,849,71,151,505,1410,621
"MAGEE1",22,12,23,27,27,28,2,16,48,49,21,17,1,0,15,3,21,91,78,124,41,3,7,27,59,3
"FGF16",2,2,0,5,7,0,1,4,0,1,2,4,0,0,1,0,2,33,6,0,1,0,1,7,6,0
"ATRX",1917,2141,1997,6495,2685,1291,155,5137,6407,6009,6026,4904,1657,131,1314,49,887,9579,5904,5651,3327,254,531,1688,5636,1536
"MAGT1",437,819,617,1607,827,271,78,1145,1224,2479,1830,2101,778,37,403,37,347,2153,1526,1459,793,49,136,516,1273,456
"COX7B",4106,5904,7932,8207,7183,1722,807,9788,10303,19209,10625,14517,15887,202,5058,323,2817,8720,13014,14057,5565,553,1649,5162,6423,3432
"ATP7A",155,234,226,446,245,85,17,263,280,447,314,142,79,8,100,3,136,587,580,445,240,25,69,239,349,74
"PGAM4",13,26,0,0,34,0,0,17,10,8,16,0,1,0,15,0,22,6,0,0,0,7,3,31,48,0
"PGK1",3404,9717,4431,10866,6771,1275,449,11549,15699,29843,9412,8612,21290,227,6152,145,3495,10085,7573,11626,5788,319,882,1561,5253,3866
"TAF9B",270,273,90,245,527,124,43,347,521,342,625,145,90,19,119,11,246,814,485,1315,235,37,74,217,1139,113
"CYSLTR1",385,334,139,686,944,119,24,772,555,246,775,240,23,11,255,13,35,982,850,610,365,19,147,88,1644,495
"ZCCHC5",2,1,0,6,4,12,0,7,23,0,6,0,1,0,0,1,0,15,1,1,2,0,0,0,1,2
"LPAR4",4,5,16,41,19,130,3,15,33,43,9,5,0,0,2,0,1,76,45,4,22,4,3,2,11,12
"P2RY10",1600,466,163,1275,447,176,7,1282,1179,158,366,181,31,11,752,2,18,142,58,72,685,50,218,95,111,969
"GPR174",31,5,5,31,5,7,0,16,15,4,14,1,1,0,22,1,2,3,3,1,16,3,3,4,1,8
"ITM2A",2884,1536,450,2827,2796,6521,532,4319,12172,685,1395,1858,95,63,1235,319,307,9956,6121,636,3650,208,474,393,570,2411
"BRWD3",187,199,132,538,173,67,12,334,375,378,520,344,93,15,147,2,51,575,369,255,226,32,61,161,335,64
"HMGN5",117,93,504,277,320,131,54,209,555,815,285,929,252,7,66,15,159,1071,555,441,195,30,30,469,262,126
"SH3BGRL",3031,3765,1902,11270,9907,2122,305,8367,10530,2230,13285,4291,1401,265,2954,105,6820,14659,41965,9919,5659,502,1783,12401,8754,2484
"RPS6KA6",10,0,29,19,23,25,1,6,53,44,9,18,1,0,0,2,13,64,145,274,34,3,7,14,156,8
"HDX",122,69,76,220,125,41,10,102,211,284,176,81,4,7,71,0,26,275,259,136,119,19,18,51,158,32
"APOOL",102,228,239,462,329,103,20,347,506,885,484,471,298,12,89,15,156,883,675,741,234,15,32,237,654,80
"ZNF711",48,34,31,115,77,26,8,33,292,406,15,209,13,5,6,1,37,196,131,23,66,1,1,5,7,8
"POF1B",6,73,25,3,49,11,1,12,32,737,0,78,29,0,4,2,56,184,28,11,13,2,0,21,130,4
"CHM",194,271,161,1155,371,174,21,431,739,485,766,570,249,19,222,10,140,1063,1018,932,565,33,60,242,661,200
"DACH2",4,0,2,1,7,2,0,1,2,1,1,1,0,0,0,1,0,40,7,0,1,0,0,2,2,0
"KLHL4",7,4,2,13,3,0,3,9,0,1,200,4,0,0,2,0,2,53,18,5,34,0,3,5,1,5
"PABPC5",5,6,2,83,52,35,2,24,46,5,10,6,1,16,1,1,1,130,96,41,138,0,9,7,14,11
"PCDH11X",3,10,92,13,3,9,0,1,12,1,1,10,3,2,0,1,2,11,17,710,33,0,0,0,2,2
"NAP1L3",28,17,6,155,73,37,4,28,67,8,0,17,1,3,7,0,2,131,68,15,42,2,2,11,19,10
"FAM133A",4,0,5,18,16,0,0,1,4,364,0,2,14,0,0,1,0,22,8,2,1,0,0,3,3,3
"DIAPH2",210,252,323,1166,335,228,35,664,824,425,1142,432,208,29,209,7,36,1701,670,551,492,28,34,74,100,102
"RPA4",1,4,26,34,8,17,1,22,17,8,46,28,6,2,7,0,1,68,54,34,47,0,0,4,4,12
"DIAPH2-AS1",2,6,0,32,4,1,2,33,23,5,73,4,0,0,13,0,0,1,1,3,3,1,2,1,0,4
"PCDH19",8,20,2,55,37,91,3,8,62,20,5,389,1,2,2,4,10,767,205,199,73,1,3,10,20,14
"TNMD",2,3,0,1,4,35,1,13,106,1,5,4,0,0,0,0,1,535,131,28,9,0,0,1,2,4
"TSPAN6",317,485,338,301,1200,298,134,604,2495,2102,515,1421,1294,11,81,62,1075,3032,1272,920,280,111,66,390,1232,77
"SRPX2",44,106,5,531,596,240,5,200,324,166,592,174,105,4,11,3,46,947,101,27,120,5,16,50,71,82
"RP11-524D16--A.3",1,2,0,11,5,2,0,4,2,1,4,2,0,0,1,0,0,23,1,0,4,0,0,2,0,0
"SYTL4",15,52,84,92,97,37,15,38,78,88,65,72,25,6,13,11,89,433,726,2344,102,41,26,138,185,10
"CSTF2",176,216,126,240,252,29,45,568,776,731,307,437,397,10,147,15,198,494,277,239,117,9,23,75,162,65
"XKRX",2,6,3,14,5,0,0,11,23,6,2,5,4,0,1,0,0,2,4,1,6,0,1,2,3,3
"TRMT2B",100,108,163,136,100,43,11,425,444,455,238,144,100,4,75,7,59,372,179,208,84,11,17,41,175,34
"TMEM35",4,1,1,13,39,38,0,5,39,1,1,3,1,0,0,0,0,70,45,15,11,0,0,6,2,3
"CENPI",3,24,16,31,26,1,1,32,36,121,80,109,47,0,6,1,12,19,6,30,14,0,2,6,9,6
"DRP2",2,1,0,10,1,0,0,4,16,2,3,0,4,0,0,0,2,5,0,0,0,0,0,2,1,0
"TIMM8A",236,282,465,397,369,58,47,502,883,961,841,1190,740,7,198,11,140,407,390,583,121,24,67,155,401,112
"BTK",103,223,81,1400,65,76,4,1169,520,155,1165,194,15,8,182,1,31,135,50,138,118,12,35,40,47,73
"RPL36A",4929,4708,7249,6093,4851,5800,433,11998,10335,4864,4766,17714,31812,953,4226,130,1451,11162,20060,17709,9670,3296,1198,2028,3341,5855
"RPL36A-HNRNPH2",4,4,1,0,1,1,0,3,3,0,2,0,0,0,0,0,0,1,1,0,0,1,0,0,1,2
"GLA",2607,2423,277,4035,2722,339,48,4403,1727,3100,6556,957,414,69,2100,20,523,3452,1845,1782,1153,365,879,999,1932,485
"HNRNPH2",210,389,650,1423,516,653,117,494,681,578,804,1072,1072,60,162,28,449,1325,2138,3628,1135,69,107,876,904,635
"ARMCX4",46,41,50,125,90,54,19,61,157,142,111,173,2,5,24,2,32,333,347,42,95,6,15,135,155,16
"ARMCX1",149,185,64,1255,505,431,38,203,1070,605,727,367,16,41,117,15,124,1169,1906,690,464,30,62,326,537,70
"ARMCX6",369,501,429,1210,922,337,50,1267,1947,2862,2014,2127,70,29,374,12,324,1747,2086,1091,749,91,183,732,1187,434
"ARMCX3",1051,917,772,2725,2136,819,121,1939,3260,3528,2598,3186,138,76,579,33,1050,4912,5166,3316,1753,163,439,1109,2776,773
"ARMCX3-AS1",4,1,0,5,7,2,0,7,10,8,1,0,0,0,0,0,4,9,1,3,2,0,0,4,4,0
"ARMCX2",155,108,23,584,500,221,22,212,1360,98,728,130,15,21,55,2,248,1250,1186,945,480,34,83,452,410,42
"ZMAT1",251,130,151,431,231,112,8,341,551,374,284,116,2,13,83,1,92,1327,910,771,280,50,63,400,1290,85
"TCEAL2",27,10,0,6,25,9,1,4,12,807,1,11,0,0,0,2,12,369,62,2,45,3,2,3,6,2
"TCEAL6",1,1,0,2,1,1,0,1,0,2,1,2,0,0,2,0,4,14,1,1,1,1,0,25,47,0
"BEX5",220,68,77,127,80,57,8,67,222,756,28,193,2,4,32,2,112,422,423,18,130,22,30,49,67,145
"TMSB15A",50,27,465,45,99,26,75,6,2288,8448,34,6,8,2,16,0,7,125,64,32,30,7,5,53,17,12
"ARMCX5",258,267,123,248,355,86,17,327,804,827,536,185,137,3,145,5,231,837,472,443,120,30,66,224,567,49
"RP4-769N13.7",3,0,1,3,1,2,0,2,4,3,0,0,0,0,1,0,4,0,0,0,0,0,1,0,2,0
"GPRASP1",53,29,41,190,39,63,3,27,86,49,26,55,8,1,27,2,4,255,113,48,103,1,19,15,48,20
"GPRASP2",26,21,34,61,53,79,7,13,69,26,38,19,21,7,8,0,17,210,208,102,60,1,2,34,92,11
"BHLHB9",15,13,24,44,30,33,0,25,78,18,22,41,24,1,12,0,13,123,63,120,19,1,6,22,81,11
"LINC00630",28,29,15,39,42,6,1,70,83,107,94,32,11,3,25,0,15,95,42,30,25,3,8,44,101,5
"LL0XNC01-237H1.2",4,3,15,35,4,12,2,14,12,16,14,63,14,1,5,0,3,24,53,64,19,0,1,2,22,5
"RAB40AL",2,2,7,18,10,5,3,12,8,11,9,21,10,0,4,0,1,44,42,44,14,1,3,10,40,2
"BEX1",16,10,607,14,56,9,0,18,12,84,15,25,8,0,5,2,163,124,72,582,27,1,1,1,2,4
"BEX4",905,630,1391,1380,2258,618,42,1720,4204,3941,1402,1230,57,33,338,37,985,3365,2647,2398,717,93,173,2137,873,212
"TCEAL8",341,684,1056,2316,1838,992,178,1546,2087,2572,1874,1816,550,82,223,56,392,2828,4013,3439,1466,55,155,769,1094,673
"TCEAL5",7,3,0,2,16,134,2,1,46,0,2,7,1,0,0,0,0,99,38,3,5,1,0,0,2,2
"BEX2",701,135,805,154,417,165,23,945,1658,2156,87,2187,42,5,106,10,236,1620,996,596,291,30,49,93,68,129
"TCEAL7",71,36,6,244,353,321,10,47,371,7,22,70,25,10,4,1,5,495,281,61,238,0,12,24,42,66
"WBP5",443,758,806,4471,2908,1312,287,613,2475,2630,3270,3925,1596,179,231,49,271,4120,3404,3074,2390,90,243,880,367,712
"NGFRAP1",1130,1055,2498,2888,5879,1893,513,3262,10636,11523,13554,10219,7132,145,300,114,1877,8851,4792,10863,2427,228,771,2917,704,205
"RP13-349O20.2",2,0,0,1,11,0,0,11,8,20,29,0,0,1,2,0,2,26,0,0,4,0,0,1,1,0
"LL0XNC01-250H12.3",2,0,0,0,3,0,0,2,0,1,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
"RAB40A",2,0,1,1,0,1,0,0,0,1,1,1,0,0,1,0,1,4,2,3,1,0,0,4,2,0
"TCEAL4",641,1079,1487,3462,3612,1569,192,2014,4836,6807,3896,5796,1023,121,528,90,2691,10691,6497,8101,1956,159,333,4012,7002,814
"TCEAL3",390,473,129,1296,1747,406,33,1121,1683,4189,2470,1416,394,34,328,22,1359,4856,3484,4089,654,76,255,2133,7771,43
"TCEAL1",164,258,323,643,1217,359,76,432,870,850,714,727,207,18,123,40,423,2298,2409,2250,527,54,97,1057,1882,191
"MORF4L2",2254,3250,3127,4952,5317,1311,460,2990,6921,7334,5266,5206,7357,125,1709,141,1028,7284,9280,11716,3278,293,667,2938,4534,1390
"MORF4L2-AS1",7,16,9,65,15,17,3,14,36,22,10,52,14,4,1,2,12,20,20,24,71,2,3,20,7,4
"TMEM31",2,4,5,3,2,1,4,0,2,0,2,15,2,0,1,2,0,4,14,10,5,1,1,5,3,2
"PLP1",2,0,2,4,20,209,0,10,299,0,16,32,0,0,0,2,1,89,31,2,6,0,0,2,3,16
"RAB9B",3,2,11,22,13,22,1,15,100,20,17,6,1,2,2,0,13,90,71,30,14,0,0,1,13,5
"LL0XNC01-116E7.2",3,5,0,14,15,6,1,15,39,3,14,3,2,1,7,2,1,23,10,7,11,2,0,0,2,2
"TMSB15B",49,46,51,65,56,19,6,76,248,91,62,8,2,3,35,0,3,79,11,11,22,5,15,11,7,8
"RP11-722G7.1",19,9,81,73,40,24,10,24,154,57,22,15,4,2,6,0,0,66,36,16,39,1,2,5,4,19
"SLC25A53",130,138,164,236,136,39,6,182,226,363,212,268,240,4,130,2,71,189,178,191,142,19,54,124,205,91
"ZCCHC18",40,23,11,68,64,11,4,68,142,17,19,11,0,1,23,1,2,51,29,2,27,2,4,10,10,12
"FAM199X",247,431,337,513,535,50,42,351,453,676,721,677,320,8,234,14,160,670,714,638,249,31,94,379,1073,52
"NRK",2,10,18,67,188,8,0,4,16,72,0,7,0,0,0,0,3,154,34,2,8,0,0,3,34,2
"MUM1L1",2,5,0,21,48,0,0,1,11,2,1,0,1,0,0,1,2,41,9,34,9,5,2,7,115,4
"CXorf57",138,50,11,73,67,2,1,90,104,38,86,12,0,2,46,0,4,96,7,13,48,12,32,26,11,86
"RNF128",49,12,6,32,36,7,7,23,91,23,42,104,67,1,4,2,15,215,52,15,32,0,3,5,14,1
"TBC1D8B",20,118,59,335,198,43,12,79,175,293,222,402,95,7,26,4,54,415,337,136,179,7,8,147,253,24
"MORC4",66,235,436,421,193,38,9,126,421,688,415,262,281,10,48,8,34,378,550,357,152,13,29,102,596,34
"RBM41",98,187,275,406,186,140,18,345,484,508,352,393,268,9,97,5,71,524,747,751,198,23,28,143,467,90
"NUP62CL",30,37,11,19,41,4,4,35,59,151,10,56,90,0,22,2,20,92,314,197,15,5,15,68,158,6
"FRMPD3",4,3,3,8,6,1,0,1,3,29,3,2,0,1,3,2,1,4,10,5,6,0,1,31,24,0
"PRPS1",593,707,223,861,616,207,55,1784,1851,1040,1313,687,455,23,418,9,147,1448,891,962,588,42,122,276,548,522
"TSC22D3",19530,26693,4120,12585,21930,2888,1776,37965,27233,14237,11858,7664,2505,194,11248,1183,2139,23922,5645,15315,29371,1997,9197,6312,12052,5737
"MID2",33,44,40,43,77,7,5,49,99,184,24,82,19,2,4,1,24,187,121,28,29,2,9,34,165,11
"VSIG1",56,18,15,45,30,12,0,44,64,3,6,9,4,0,11,0,3,9,8,5,40,1,6,0,5,67
"PSMD10",355,749,514,537,1051,161,53,1161,2436,2180,1269,1077,671,7,476,25,485,1516,924,1327,253,50,149,454,1096,210
"ATG4A",111,205,190,381,213,56,36,438,410,413,412,249,278,9,111,1,56,431,488,333,237,19,27,114,288,111
"COL4A6",13,2,1,12,47,10,2,2,42,7,26,35,19,1,3,0,3,185,74,1,4,0,2,11,212,1
"COL4A5",39,5,6,43,164,29,6,6,291,73,355,163,182,4,78,0,60,520,489,72,55,11,21,92,518,7
"IRS4",1,0,0,1,0,0,0,0,136,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"RP6-24A23.3",4,0,0,1,0,0,0,0,153,0,0,8,0,0,1,0,0,5,0,0,0,0,0,0,1,0
"NXT2",221,277,282,377,327,66,65,524,508,197,470,482,369,3,208,8,118,288,556,740,161,23,68,237,383,70
"KCNE5",7,5,1,12,119,5,0,18,66,3,5,16,9,1,2,0,1,7,3,3,7,1,2,0,4,0
"ACSL4",268,366,67,2246,380,136,24,1143,892,209,2022,833,451,22,366,10,47,1014,392,192,627,13,71,76,125,164
"TMEM164",91,161,56,204,158,40,7,275,345,504,414,311,130,5,84,2,99,416,1193,205,95,10,19,102,207,25
"AMMECR1",193,214,265,211,295,106,13,319,408,397,374,454,357,3,121,3,113,379,412,439,133,26,56,372,378,46
"CHRDL1",14,31,2,30,36,152,16,159,198,11,3,164,0,1,0,1,10,923,156,21,83,1,3,10,7,93
"PAK3",56,12,16,79,60,71,4,121,432,11,150,62,2,3,9,5,9,570,106,49,55,3,2,7,27,31
"CAPN6",15,1,0,0,27,379,31,31,351,1,2,29,0,0,1,0,1,249,52,2,5,1,0,0,2,20
"DCX",6,0,1,0,4,536,6,81,285,1,0,23,0,0,1,0,2,143,15,0,2,1,0,0,0,16
"LINC00890",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,13,0,0,1,0,0
"ALG13",2606,1094,825,1981,1494,340,82,1528,1656,2020,2395,2082,1214,57,1054,33,344,2050,1919,2078,1485,164,392,650,1377,446
"TRPC5",1,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,2,0,0,0,0,1,3,0
"LHFPL1",17,6,6,1,7,0,0,19,17,17,1,2,0,0,2,0,6,17,2,8,3,0,0,1,1,0
"AMOT",58,97,204,65,100,41,8,70,155,409,21,235,74,2,21,2,28,293,222,32,24,11,11,118,109,4
"LRCH2",4,4,1,99,54,10,2,21,17,2,50,35,2,10,5,0,4,157,106,24,106,3,3,8,15,4
"PLS3",128,697,60,2743,1599,265,201,502,608,99,1434,1137,222,84,81,40,93,3288,2103,990,2391,68,80,254,308,239
"DANT2",6,8,44,18,27,22,0,25,52,50,1,83,12,1,0,0,22,58,50,81,5,2,4,45,85,4
"SLC6A14",109,42,626,1,89,16,9,39,660,274,0,859,1987,0,168,0,17,194,390,5,2,0,0,0,20,0
"KLHL13",31,29,90,44,97,103,13,134,300,186,25,19,27,2,5,1,15,569,137,110,72,5,3,6,17,6
"WDR44",189,179,78,621,221,63,13,316,395,585,475,130,114,8,156,2,72,609,369,255,241,11,56,153,405,62
"DOCK11",236,265,173,1135,189,48,17,529,444,140,982,165,46,23,252,1,20,688,237,76,443,18,62,62,71,138
"IL13RA1",288,1642,465,2586,1392,113,97,1278,1119,3359,3330,1062,989,57,393,38,284,2732,1940,2187,707,48,96,436,1697,135
"ZCCHC12",9,11,1,41,25,1,1,12,11,0,11,1,0,7,3,0,0,26,7,5,32,3,4,6,9,1
"LONRF3",63,98,18,324,59,4,0,45,55,150,122,135,115,3,70,0,8,113,23,6,34,5,9,23,54,13
"KIAA1210",1,1,0,4,3,1,0,0,1,2,0,3,1,0,1,0,1,4,4,1,0,0,0,0,31,0
"PGRMC1",1434,2475,2563,2125,4281,801,103,5465,6636,11944,3864,6994,2716,120,1231,26,3229,7624,5180,5529,1802,138,400,1704,7363,108
"SLC25A43",175,674,145,481,429,63,24,499,763,593,1156,591,269,14,201,10,76,984,372,410,213,17,32,204,887,25
"SLC25A5",7907,16729,8857,14927,17143,1471,1772,21970,21465,24705,24585,22671,27308,347,6449,628,5524,17594,15342,14558,7046,880,1818,4232,19034,1839
"CXorf56",165,171,174,327,220,105,8,401,626,596,246,443,184,10,119,1,88,451,370,611,220,13,35,78,213,144
"UBE2A",2445,2958,1654,3723,3609,455,145,3345,4441,4584,5235,2867,3138,106,2375,47,807,3377,3315,2795,2398,237,763,1296,2748,215
"NKRF",163,153,155,1082,164,40,8,120,180,129,296,275,208,39,199,2,15,211,266,306,371,25,94,102,198,108
"SEPT6",1954,1387,716,3337,1518,743,26,7742,7850,2964,3370,1181,544,63,1153,13,477,2992,1455,968,1859,115,363,295,959,1867
"SOWAHD",15,62,22,238,22,3,0,208,126,70,292,16,11,0,43,0,0,10,6,21,31,1,5,6,9,3
"RPL39",121490,70041,62410,64714,89290,38254,1837,139181,150737,73514,84551,95035,133528,3049,83489,400,32426,130451,164560,135222,71708,26987,38481,46400,130588,46170
"UPF3B",658,602,606,1115,816,248,41,1722,1876,2423,1123,1509,749,30,492,11,239,2219,889,1258,628,46,137,389,1075,402
"RNF113A",726,488,342,798,669,219,34,1042,1373,1120,667,735,431,15,495,13,241,837,883,1068,522,52,166,173,563,223
"NDUFA1",2590,3837,4441,7250,4125,1821,692,8300,10505,11134,7971,8794,11929,235,3410,261,4693,8125,8444,8974,4938,598,1317,3234,4769,2519
"AKAP14",1,2,0,0,0,1,0,1,2,4,2,0,0,0,1,0,5,0,1,2,0,6,0,0,4,0
"NKAP",354,750,690,1201,880,357,36,2078,2764,2848,1951,1489,1054,38,318,16,425,3063,1770,2511,685,37,131,329,1220,112
"RHOXF1",8,1,4,12,2,4,0,7,3,0,1,3,0,1,0,0,0,6,11,11,4,0,0,0,0,5
"LINC01402",2,0,0,0,0,0,0,2,3,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"ZBTB33",139,161,97,237,190,49,5,220,292,262,244,234,119,4,83,0,46,391,334,240,136,13,29,120,335,51
"TMEM255A",4,19,2,56,20,6,2,55,44,3,19,19,10,1,8,0,0,54,27,15,7,0,3,1,5,6
"LAMP2",593,1683,1324,6460,1722,615,170,2818,2682,2694,3660,5228,2375,125,982,79,596,3334,5241,4852,1601,74,180,1096,1983,349
"CUL4B",155,312,287,687,380,111,12,346,504,468,724,372,253,15,121,9,76,776,759,467,289,20,64,307,571,106
"MCTS1",689,1986,1326,2147,2293,436,115,3049,3855,3819,3866,4359,3709,53,936,45,872,3057,4045,4831,1413,114,300,816,2723,798
"C1GALT1C1",193,422,326,972,855,214,89,815,1168,529,628,844,868,29,310,29,674,1170,1897,2324,637,53,80,379,801,189
"GLUD2",17,34,6,25,36,0,0,19,46,29,20,11,1,0,34,2,22,88,23,11,8,10,6,56,67,0
"RP13-192B19.2",2,1,2,18,5,0,0,17,4,12,37,2,0,0,8,1,0,19,25,8,9,0,3,1,5,4
"GRIA3",2,4,0,21,23,68,1,11,35,13,0,16,6,1,2,0,1,28,6,2,12,0,1,4,2,6
"THOC2",947,1129,1184,2215,1312,645,131,2848,3360,3984,2550,3609,1312,59,793,58,616,4198,2914,3573,1421,127,279,906,2581,779
"XIAP",358,585,489,1542,837,312,60,1211,1194,1508,1465,1231,592,23,381,28,253,2148,1665,1685,748,48,128,537,1216,342
"RP1-315G1.3",3,4,18,15,6,11,1,14,13,62,6,64,35,2,3,3,7,23,59,6,19,2,1,11,16,2
"STAG2",795,751,586,2736,901,488,48,1650,1987,1567,1741,1757,766,55,484,22,274,2324,1651,1678,1143,97,167,542,1142,599
"SH2D1A",1369,642,362,818,495,136,19,2448,1703,214,894,159,45,6,624,13,30,192,127,122,668,46,298,113,64,1270
"TENM1",14,0,2,44,6,35,0,4,25,31,4,6,0,0,0,0,0,42,15,8,12,4,2,1,4,7
"RP11-13E5.2",1,2,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"DCAF12L2",1,1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0
"SMARCA1",125,127,20,884,453,294,53,119,382,362,496,1085,1487,30,17,8,334,1409,532,1843,467,25,16,603,191,42
"OCRL",42,127,106,164,161,25,10,105,217,491,326,195,144,3,30,2,76,472,266,225,94,13,18,176,342,20
"APLN",2,18,35,50,34,2,5,29,86,157,78,73,4,0,64,2,10,218,63,111,95,2,1,21,48,0
"XPNPEP2",7,11,2,8,9,8,0,46,35,5,3,38,0,0,2,0,4,54,4,2,5,0,1,2,5,11
"SASH3",458,459,176,679,315,125,4,2714,2833,281,1961,123,48,5,516,7,55,208,43,80,233,36,115,77,58,104
"ZDHHC9",123,539,430,278,500,103,33,422,978,1181,792,648,361,6,142,13,111,1409,1383,735,211,37,68,285,861,89
"UTP14A",157,364,279,506,279,99,14,832,943,732,611,934,474,17,134,4,140,684,582,812,276,24,47,73,407,120
"BCORL1",89,57,48,200,77,23,7,71,125,289,149,73,34,7,25,1,33,357,182,152,136,16,26,64,179,33
"ELF4",104,121,62,351,142,20,5,288,207,233,485,129,80,8,118,2,18,319,165,65,155,11,22,55,122,45
"AIFM1",104,540,733,774,357,123,25,1056,1373,1434,766,911,704,11,148,13,472,1012,953,1173,293,23,41,191,746,76
"RAB33A",124,74,54,183,73,23,3,273,607,53,183,66,37,2,95,5,31,38,36,22,77,4,21,23,12,13
"ZNF280C",76,90,36,267,112,20,2,138,199,114,160,84,41,0,70,1,8,170,87,56,90,8,32,48,85,35
"SLC25A14",127,222,181,167,290,61,30,277,481,664,338,201,180,5,112,5,85,502,366,470,135,14,31,136,449,70
